customer ID,cluster,prediction,confidence(1),confidence(0),credit score,age,balance,num products,is active,geography,gender
15624180,cluster_3,1,0.758832511,0.241167489,584,37,134171.8,4,1,Germany,Female
15571529,cluster_3,1,0.754896296,0.245103704,650,48,138232.24,1,0,Germany,Female
15766355,cluster_2,1,0.754347237,0.245652763,550,49,108806.96,3,0,Germany,Male
15658409,cluster_3,1,0.75381363,0.24618637,686,41,128876.71,3,1,France,Male
15634551,cluster_6,1,0.753242093,0.246757907,727,46,115248.11,4,0,Germany,Male
15572182,cluster_2,1,0.752500725,0.247499275,505,33,106506.77,3,0,Germany,Female
15766044,cluster_6,1,0.752489568,0.247510432,642,49,120688.61,1,0,Germany,Male
15752294,cluster_3,1,0.752179909,0.247820091,582,38,135979.01,4,1,France,Female
15641175,cluster_6,1,0.750039618,0.249960382,701,63,120916.52,3,0,Germany,Male
15796764,cluster_3,1,0.749887394,0.250112606,684,56,127585.98,3,1,Germany,Female
15635364,cluster_5,1,0.749886508,0.250113492,618,49,44301.43,3,1,France,Female
15732438,cluster_0,1,0.749823846,0.250176154,561,43,0,4,0,France,Male
15686242,cluster_0,1,0.749507257,0.250492743,771,57,0,1,0,France,Female
15640507,cluster_6,1,0.749414921,0.250585079,762,35,119349.69,3,1,Spain,Female
15693690,cluster_6,1,0.748462419,0.251537581,574,52,115532.52,1,0,Spain,Male
15636977,cluster_6,1,0.747847028,0.252152972,507,36,118214.32,3,0,Germany,Male
15600399,cluster_0,1,0.744086667,0.255913333,598,60,0,1,0,France,Male
15767818,cluster_3,1,0.744051302,0.255948698,640,55,132436.34,1,0,France,Male
15623989,cluster_0,1,0.743951258,0.256048742,435,54,0,1,0,France,Male
15651900,cluster_4,1,0.743393284,0.256606716,782,53,81571.05,1,0,Germany,Female
15603135,cluster_2,1,0.742260177,0.257739823,634,59,95727.05,1,0,Germany,Female
15796115,cluster_4,1,0.741104816,0.258895184,689,40,78119.59,4,0,Germany,Female
15728005,cluster_6,1,0.740667121,0.259332879,698,57,111359.55,2,0,France,Female
15592716,cluster_0,1,0.738652192,0.261347808,559,52,0,1,0,France,Male
15807120,cluster_6,1,0.738529063,0.261470937,841,52,112383.03,1,0,Germany,Female
15657349,cluster_2,1,0.73715676,0.26284324,803,50,98173.02,1,0,Germany,Female
15632280,cluster_0,1,0.73677091,0.26322909,544,53,0,1,0,Spain,Female
15724336,cluster_1,1,0.735346136,0.264653864,513,49,171601.27,1,0,Germany,Female
15706458,cluster_6,1,0.734059215,0.265940785,812,39,115730.71,3,1,Germany,Male
15638882,cluster_7,1,0.733402652,0.266597348,710,62,148214.36,1,0,Germany,Female
15786463,cluster_6,1,0.731024961,0.268975039,645,59,121669.93,2,0,Germany,Female
15733361,cluster_4,1,0.727439757,0.272560243,651,45,86714.06,1,0,Germany,Female
15686099,cluster_4,1,0.72626981,0.27373019,563,61,82182.1,1,0,Spain,Male
15663650,cluster_2,1,0.726189147,0.273810853,698,52,107304.39,3,0,Germany,Male
15768163,cluster_3,1,0.723317493,0.276682507,655,46,137145.12,1,0,Germany,Female
15680611,cluster_0,1,0.722960421,0.277039579,663,67,0,3,1,France,Male
15806318,cluster_6,1,0.720349556,0.279650444,676,48,124442.38,1,0,Germany,Female
15771668,cluster_1,1,0.71765702,0.28234298,578,59,185966.64,1,0,France,Male
15593499,cluster_0,1,0.715800082,0.284199918,686,47,0,1,0,Spain,Female
15815316,cluster_4,1,0.712081353,0.287918647,644,50,76817,4,0,France,Male
15608381,cluster_6,1,0.707548786,0.292451214,585,50,125845.66,1,0,Germany,Male
15622033,cluster_2,1,0.706301204,0.293698796,847,41,101543.51,4,0,Germany,Female
15769959,cluster_4,1,0.705532934,0.294467066,597,53,88381.21,1,0,France,Female
15728963,cluster_1,1,0.704520126,0.295479874,617,51,167273.71,1,0,Germany,Female
15640580,cluster_0,1,0.699626227,0.300373773,650,47,0,1,0,France,Female
15601857,cluster_6,1,0.696102157,0.303897843,705,46,115518.07,1,0,Germany,Female
15643770,cluster_6,1,0.691721132,0.308278868,682,52,112670.48,1,0,France,Female
15802368,cluster_0,1,0.690213024,0.309786976,608,47,0,1,1,France,Female
15658768,cluster_0,1,0.689037716,0.310962284,547,49,0,1,0,France,Female
15762762,cluster_6,1,0.686197509,0.313802491,648,45,118886.55,1,0,Germany,Female
15771000,cluster_0,1,0.684623371,0.315376629,684,38,0,3,0,France,Male
15669414,cluster_6,1,0.683102219,0.316897781,486,62,118356.89,2,0,Germany,Male
15772337,cluster_7,1,0.682386324,0.317613676,723,49,153855.52,1,1,Germany,Female
15775192,cluster_2,1,0.678508191,0.321491809,732,48,102962.62,1,0,Germany,Female
15587640,cluster_2,1,0.677086381,0.322913619,718,43,93143.39,1,0,France,Female
15578865,cluster_2,1,0.673179875,0.326820125,632,50,107959.39,1,1,Germany,Female
15724321,cluster_3,1,0.672730844,0.327269156,516,47,128298.74,1,0,Germany,Female
15764033,cluster_6,1,0.672214984,0.327785016,693,43,121927.92,1,0,Germany,Female
15785358,cluster_2,1,0.658632138,0.341367862,586,46,106968.96,1,1,Germany,Male
15812534,cluster_0,1,0.658576408,0.341423592,455,40,0,3,1,France,Male
15657306,cluster_0,1,0.656610356,0.343389644,567,47,0,1,0,France,Female
15813911,cluster_0,1,0.656423191,0.343576809,809,39,0,1,0,France,Female
15735078,cluster_3,1,0.655622941,0.344377059,724,53,139687.66,2,1,Germany,Female
15686974,cluster_0,1,0.653581697,0.346418303,751,48,0,1,1,France,Female
15764916,cluster_2,1,0.653064442,0.346935558,616,43,95984.21,1,1,Germany,Female
15675518,cluster_4,1,0.652955322,0.347044678,499,53,75225.53,2,0,Spain,Female
15655368,cluster_0,1,0.649567078,0.350432922,672,47,0,1,0,France,Male
15797751,cluster_2,1,0.648762519,0.351237481,466,47,102085.72,1,1,Germany,Female
15731463,cluster_2,1,0.647026724,0.352973276,818,43,105301.5,1,1,Germany,Male
15753110,cluster_5,1,0.64657024,0.35342976,720,64,45752.78,2,0,Spain,Male
15576216,cluster_2,1,0.646227016,0.353772984,655,37,108862.76,1,0,Germany,Female
15621870,cluster_0,1,0.645040845,0.354959155,739,40,0,1,0,Spain,Female
15704053,cluster_3,1,0.641945061,0.358054939,710,62,131078.42,2,0,Spain,Male
15813946,cluster_2,1,0.64138329,0.35861671,637,51,104682.83,1,0,Germany,Male
15765375,cluster_0,1,0.639673033,0.360326967,797,46,0,1,0,France,Female
15686060,cluster_6,1,0.638832942,0.361167058,670,43,111677.88,1,0,Germany,Male
15755731,cluster_6,1,0.637788047,0.362211953,635,53,117005.55,1,1,Germany,Male
15707861,cluster_4,1,0.633401718,0.366598282,520,46,85216.61,1,0,France,Female
15662337,cluster_6,1,0.632599888,0.367400112,744,50,121498.11,2,1,Germany,Female
15611767,cluster_3,1,0.632252329,0.367747671,624,52,133723.43,1,0,Germany,Female
15610643,cluster_7,1,0.626311983,0.373688017,435,44,151739.65,1,0,Germany,Male
15655360,cluster_7,1,0.618705411,0.381294589,782,72,148666.99,1,0,Germany,Female
15603111,cluster_4,1,0.618705411,0.381294589,850,71,69608.14,1,0,Spain,Male
15635388,cluster_4,1,0.617182023,0.382817977,640,47,89047.14,1,0,Spain,Male
15632816,cluster_3,1,0.608060977,0.391939023,521,49,127948.57,1,1,Germany,Female
15570533,cluster_3,1,0.608060977,0.391939023,621,55,131033.76,1,1,Germany,Female
15705448,cluster_3,1,0.606872307,0.393127693,647,52,130013.12,1,1,Germany,Male
15687001,cluster_6,1,0.606872307,0.393127693,596,54,123544,1,1,Germany,Male
15801411,cluster_0,1,0.605219438,0.394780562,623,46,0,1,0,Spain,Male
15616367,cluster_6,1,0.602737617,0.397262383,581,39,121523.51,1,0,Germany,Male
15689344,cluster_0,1,0.598743864,0.401256136,615,42,0,3,1,Spain,Male
15741078,cluster_6,1,0.591977995,0.408022005,736,54,111729.47,2,1,France,Male
15740868,cluster_3,1,0.590702128,0.409297872,658,45,134562.8,1,1,Germany,Female
15726720,cluster_0,1,0.590675318,0.409324682,480,40,0,1,0,France,Female
15605672,cluster_1,1,0.590001692,0.409998308,694,38,195926.39,1,1,France,Female
15606944,cluster_3,1,0.587477764,0.412522236,645,43,140121.17,1,0,Germany,Male
15701160,cluster_6,1,0.58640005,0.41359995,556,43,125890.72,1,1,Germany,Female
15717010,cluster_0,1,0.585541235,0.414458765,741,60,0,1,1,France,Female
15693526,cluster_0,1,0.585320821,0.414679179,618,40,0,1,0,France,Female
15597949,cluster_2,1,0.582125549,0.417874451,768,47,104552.61,1,0,Germany,Female
15624180,cluster_3,1,0.758832511,0.241167489,584,37,134171.8,4,1,Germany,Female
15571529,cluster_3,1,0.754896296,0.245103704,650,48,138232.24,1,0,Germany,Female
15766355,cluster_2,1,0.754347237,0.245652763,550,49,108806.96,3,0,Germany,Male
15658409,cluster_3,1,0.75381363,0.24618637,686,41,128876.71,3,1,France,Male
15634551,cluster_6,1,0.753242093,0.246757907,727,46,115248.11,4,0,Germany,Male
15572182,cluster_2,1,0.752500725,0.247499275,505,33,106506.77,3,0,Germany,Female
15766044,cluster_6,1,0.752489568,0.247510432,642,49,120688.61,1,0,Germany,Male
15752294,cluster_3,1,0.752179909,0.247820091,582,38,135979.01,4,1,France,Female
15641175,cluster_6,1,0.750039618,0.249960382,701,63,120916.52,3,0,Germany,Male
15796764,cluster_3,1,0.749887394,0.250112606,684,56,127585.98,3,1,Germany,Female
15635364,cluster_5,1,0.749886508,0.250113492,618,49,44301.43,3,1,France,Female
15732438,cluster_0,1,0.749823846,0.250176154,561,43,0,4,0,France,Male
15686242,cluster_0,1,0.749507257,0.250492743,771,57,0,1,0,France,Female
15640507,cluster_6,1,0.749414921,0.250585079,762,35,119349.69,3,1,Spain,Female
15693690,cluster_6,1,0.748462419,0.251537581,574,52,115532.52,1,0,Spain,Male
15636977,cluster_6,1,0.747847028,0.252152972,507,36,118214.32,3,0,Germany,Male
15600399,cluster_0,1,0.744086667,0.255913333,598,60,0,1,0,France,Male
15767818,cluster_3,1,0.744051302,0.255948698,640,55,132436.34,1,0,France,Male
15623989,cluster_0,1,0.743951258,0.256048742,435,54,0,1,0,France,Male
15651900,cluster_4,1,0.743393284,0.256606716,782,53,81571.05,1,0,Germany,Female
15603135,cluster_2,1,0.742260177,0.257739823,634,59,95727.05,1,0,Germany,Female
15796115,cluster_4,1,0.741104816,0.258895184,689,40,78119.59,4,0,Germany,Female
15728005,cluster_6,1,0.740667121,0.259332879,698,57,111359.55,2,0,France,Female
15592716,cluster_0,1,0.738652192,0.261347808,559,52,0,1,0,France,Male
15807120,cluster_6,1,0.738529063,0.261470937,841,52,112383.03,1,0,Germany,Female
15657349,cluster_2,1,0.73715676,0.26284324,803,50,98173.02,1,0,Germany,Female
15632280,cluster_0,1,0.73677091,0.26322909,544,53,0,1,0,Spain,Female
15724336,cluster_1,1,0.735346136,0.264653864,513,49,171601.27,1,0,Germany,Female
15706458,cluster_6,1,0.734059215,0.265940785,812,39,115730.71,3,1,Germany,Male
15638882,cluster_7,1,0.733402652,0.266597348,710,62,148214.36,1,0,Germany,Female
15786463,cluster_6,1,0.731024961,0.268975039,645,59,121669.93,2,0,Germany,Female
15733361,cluster_4,1,0.727439757,0.272560243,651,45,86714.06,1,0,Germany,Female
15686099,cluster_4,1,0.72626981,0.27373019,563,61,82182.1,1,0,Spain,Male
15663650,cluster_2,1,0.726189147,0.273810853,698,52,107304.39,3,0,Germany,Male
15768163,cluster_3,1,0.723317493,0.276682507,655,46,137145.12,1,0,Germany,Female
15680611,cluster_0,1,0.722960421,0.277039579,663,67,0,3,1,France,Male
15806318,cluster_6,1,0.720349556,0.279650444,676,48,124442.38,1,0,Germany,Female
15771668,cluster_1,1,0.71765702,0.28234298,578,59,185966.64,1,0,France,Male
15593499,cluster_0,1,0.715800082,0.284199918,686,47,0,1,0,Spain,Female
15815316,cluster_4,1,0.712081353,0.287918647,644,50,76817,4,0,France,Male
15608381,cluster_6,1,0.707548786,0.292451214,585,50,125845.66,1,0,Germany,Male
15622033,cluster_2,1,0.706301204,0.293698796,847,41,101543.51,4,0,Germany,Female
15769959,cluster_4,1,0.705532934,0.294467066,597,53,88381.21,1,0,France,Female
15728963,cluster_1,1,0.704520126,0.295479874,617,51,167273.71,1,0,Germany,Female
15640580,cluster_0,1,0.699626227,0.300373773,650,47,0,1,0,France,Female
15601857,cluster_6,1,0.696102157,0.303897843,705,46,115518.07,1,0,Germany,Female
15643770,cluster_6,1,0.691721132,0.308278868,682,52,112670.48,1,0,France,Female
15802368,cluster_0,1,0.690213024,0.309786976,608,47,0,1,1,France,Female
15658768,cluster_0,1,0.689037716,0.310962284,547,49,0,1,0,France,Female
15762762,cluster_6,1,0.686197509,0.313802491,648,45,118886.55,1,0,Germany,Female
15771000,cluster_0,1,0.684623371,0.315376629,684,38,0,3,0,France,Male
15669414,cluster_6,1,0.683102219,0.316897781,486,62,118356.89,2,0,Germany,Male
15772337,cluster_7,1,0.682386324,0.317613676,723,49,153855.52,1,1,Germany,Female
15775192,cluster_2,1,0.678508191,0.321491809,732,48,102962.62,1,0,Germany,Female
15587640,cluster_2,1,0.677086381,0.322913619,718,43,93143.39,1,0,France,Female
15578865,cluster_2,1,0.673179875,0.326820125,632,50,107959.39,1,1,Germany,Female
15724321,cluster_3,1,0.672730844,0.327269156,516,47,128298.74,1,0,Germany,Female
15764033,cluster_6,1,0.672214984,0.327785016,693,43,121927.92,1,0,Germany,Female
15785358,cluster_2,1,0.658632138,0.341367862,586,46,106968.96,1,1,Germany,Male
15812534,cluster_0,1,0.658576408,0.341423592,455,40,0,3,1,France,Male
15657306,cluster_0,1,0.656610356,0.343389644,567,47,0,1,0,France,Female
15813911,cluster_0,1,0.656423191,0.343576809,809,39,0,1,0,France,Female
15735078,cluster_3,1,0.655622941,0.344377059,724,53,139687.66,2,1,Germany,Female
15686974,cluster_0,1,0.653581697,0.346418303,751,48,0,1,1,France,Female
15764916,cluster_2,1,0.653064442,0.346935558,616,43,95984.21,1,1,Germany,Female
15675518,cluster_4,1,0.652955322,0.347044678,499,53,75225.53,2,0,Spain,Female
15655368,cluster_0,1,0.649567078,0.350432922,672,47,0,1,0,France,Male
15797751,cluster_2,1,0.648762519,0.351237481,466,47,102085.72,1,1,Germany,Female
15731463,cluster_2,1,0.647026724,0.352973276,818,43,105301.5,1,1,Germany,Male
15753110,cluster_5,1,0.64657024,0.35342976,720,64,45752.78,2,0,Spain,Male
15576216,cluster_2,1,0.646227016,0.353772984,655,37,108862.76,1,0,Germany,Female
15621870,cluster_0,1,0.645040845,0.354959155,739,40,0,1,0,Spain,Female
15704053,cluster_3,1,0.641945061,0.358054939,710,62,131078.42,2,0,Spain,Male
15813946,cluster_2,1,0.64138329,0.35861671,637,51,104682.83,1,0,Germany,Male
15765375,cluster_0,1,0.639673033,0.360326967,797,46,0,1,0,France,Female
15686060,cluster_6,1,0.638832942,0.361167058,670,43,111677.88,1,0,Germany,Male
15755731,cluster_6,1,0.637788047,0.362211953,635,53,117005.55,1,1,Germany,Male
15707861,cluster_4,1,0.633401718,0.366598282,520,46,85216.61,1,0,France,Female
15662337,cluster_6,1,0.632599888,0.367400112,744,50,121498.11,2,1,Germany,Female
15611767,cluster_3,1,0.632252329,0.367747671,624,52,133723.43,1,0,Germany,Female
15610643,cluster_7,1,0.626311983,0.373688017,435,44,151739.65,1,0,Germany,Male
15655360,cluster_7,1,0.618705411,0.381294589,782,72,148666.99,1,0,Germany,Female
15603111,cluster_4,1,0.618705411,0.381294589,850,71,69608.14,1,0,Spain,Male
15635388,cluster_4,1,0.617182023,0.382817977,640,47,89047.14,1,0,Spain,Male
15632816,cluster_3,1,0.608060977,0.391939023,521,49,127948.57,1,1,Germany,Female
15570533,cluster_3,1,0.608060977,0.391939023,621,55,131033.76,1,1,Germany,Female
15705448,cluster_3,1,0.606872307,0.393127693,647,52,130013.12,1,1,Germany,Male
15687001,cluster_6,1,0.606872307,0.393127693,596,54,123544,1,1,Germany,Male
15801411,cluster_0,1,0.605219438,0.394780562,623,46,0,1,0,Spain,Male
15616367,cluster_6,1,0.602737617,0.397262383,581,39,121523.51,1,0,Germany,Male
15689344,cluster_0,1,0.598743864,0.401256136,615,42,0,3,1,Spain,Male
15741078,cluster_6,1,0.591977995,0.408022005,736,54,111729.47,2,1,France,Male
15740868,cluster_3,1,0.590702128,0.409297872,658,45,134562.8,1,1,Germany,Female
15726720,cluster_0,1,0.590675318,0.409324682,480,40,0,1,0,France,Female
15605672,cluster_1,1,0.590001692,0.409998308,694,38,195926.39,1,1,France,Female
15606944,cluster_3,1,0.587477764,0.412522236,645,43,140121.17,1,0,Germany,Male
15701160,cluster_6,1,0.58640005,0.41359995,556,43,125890.72,1,1,Germany,Female
15717010,cluster_0,1,0.585541235,0.414458765,741,60,0,1,1,France,Female
15693526,cluster_0,1,0.585320821,0.414679179,618,40,0,1,0,France,Female
15597949,cluster_2,1,0.582125549,0.417874451,768,47,104552.61,1,0,Germany,Female
